ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster
462692,Female,Yes,39,No,Artist,14.0,2,2.0,0
462696,Male,Yes,49,No,Artist,1.0,3,2.0,1
462697,Male,Yes,47,No,Artist,0.0,2,2.0,1
462702,Male,Yes,53,No,Entertainment,1.0,2,4.0,1
462704,Male,Yes,52,Yes,Executive,5.0,3,5.0,2
462705,Female,Yes,66,No,Lawyer,0.0,2,2.0,1
462716,Male,No,26,No,Entertainment,6.0,1,2.0,0
462720,Male,Yes,38,Yes,Marketing,6.0,1,5.0,2
462722,Female,No,25,No,Homemaker,6.0,1,4.0,0
462723,Female,Yes,53,No,Artist,8.0,2,2.0,0
462729,Male,No,28,No,Healthcare,1.0,1,2.0,2
462731,Female,Yes,37,Yes,Artist,7.0,3,3.0,0
462732,Female,Yes,42,Yes,Artist,7.0,1,1.0,0
462735,Female,Yes,25,No,Artist,1.0,2,2.0,2
462736,Female,Yes,33,No,Engineer,6.0,1,3.0,0
462738,Female,No,33,Yes,Healthcare,6.0,1,3.0,0
462739,Male,Yes,46,Yes,Artist,1.0,1,2.0,1
462743,Male,No,33,No,Healthcare,2.0,1,4.0,2
462746,Male,No,26,No,Entertainment,1.0,1,3.0,2
462747,Male,No,32,No,Doctor,6.0,1,4.0,0
462752,Female,No,25,No,Healthcare,6.0,1,1.0,0
462755,Female,No,18,No,Healthcare,1.0,1,1.0,2
462756,Female,No,22,No,Engineer,0.0,1,4.0,2
462761,Male,No,19,No,Healthcare,2.0,1,4.0,2
462762,Male,Yes,46,Yes,Artist,0.0,3,4.0,2
462767,Male,No,19,No,Healthcare,4.0,1,4.0,2
462768,Male,Yes,45,Yes,Artist,0.0,2,3.0,1
462776,Female,Yes,52,Yes,Engineer,1.0,2,3.0,1
462785,Female,Yes,42,Yes,Engineer,1.0,2,5.0,2
462788,Male,Yes,47,No,Entertainment,1.0,2,3.0,1
462792,Male,Yes,45,No,Homemaker,1.0,2,4.0,2
462799,Male,No,32,No,Healthcare,1.0,1,4.0,2
462804,Male,Yes,41,No,Executive,5.0,3,3.0,0
462807,Female,No,28,Yes,Homemaker,5.0,1,1.0,0
462810,Male,Yes,37,No,Executive,9.0,3,4.0,0
462814,Female,Yes,20,No,Engineer,8.0,2,2.0,0
462817,Female,Yes,73,Yes,Lawyer,3.0,1,1.0,1
462819,Male,Yes,51,Yes,Artist,0.0,2,3.0,1
462823,Male,Yes,18,Yes,Engineer,0.0,2,4.0,2
462824,Male,Yes,42,No,Engineer,1.0,2,3.0,1
462826,Male,No,20,No,Healthcare,1.0,1,3.0,2
462827,Female,No,23,No,Doctor,0.0,1,3.0,2
462834,Male,Yes,31,Yes,Homemaker,2.0,1,2.0,2
462838,Female,Yes,33,Yes,Homemaker,1.0,1,3.0,2
462841,Male,No,21,No,Healthcare,9.0,1,6.0,0
462845,Male,Yes,51,Yes,Doctor,5.0,2,7.0,2
462849,Male,Yes,47,Yes,Artist,0.0,2,4.0,2
462850,Male,No,20,No,Healthcare,0.0,1,4.0,2
462853,Male,No,21,No,Healthcare,0.0,1,2.0,2
462854,Male,No,22,No,Healthcare,1.0,1,3.0,2
462858,Female,No,32,Yes,Engineer,9.0,1,4.0,0
462861,Female,No,30,Yes,Healthcare,8.0,1,1.0,0
462866,Male,Yes,61,Yes,Doctor,1.0,1,1.0,1
462868,Male,Yes,43,No,Entertainment,0.0,2,4.0,2
462869,Male,No,25,Yes,Doctor,8.0,1,1.0,0
462871,Male,Yes,46,No,Entertainment,0.0,2,3.0,1
462872,Female,Yes,53,No,Engineer,12.0,1,2.0,0
462874,Male,Yes,55,Yes,Doctor,0.0,3,2.0,1
462887,Female,Yes,42,No,Engineer,0.0,1,3.0,1
462890,Female,No,26,Yes,Marketing,11.0,1,1.0,0
462891,Male,No,29,No,Healthcare,0.0,1,3.0,2
462894,Male,Yes,39,Yes,Artist,4.0,2,4.0,2
462900,Male,Yes,38,Yes,Artist,1.0,2,3.0,2
462903,Male,Yes,69,Yes,Entertainment,1.0,2,2.0,1
462905,Female,No,25,No,Artist,6.0,1,3.0,0
462914,Female,No,26,Yes,Artist,4.0,1,4.0,2
462920,Male,Yes,51,No,Executive,0.0,3,5.0,2
462923,Male,Yes,30,No,Homemaker,8.0,2,2.0,0
462925,Female,Yes,28,No,Homemaker,8.0,2,2.0,0
462927,Female,No,33,No,Homemaker,8.0,1,2.0,0
462936,Female,No,41,Yes,Engineer,8.0,1,1.0,0
462941,Male,No,71,No,Lawyer,8.0,1,2.0,0
462944,Male,Yes,42,Yes,Executive,5.0,3,3.0,0
462951,Male,Yes,71,Yes,Lawyer,2.0,1,1.0,1
462956,Male,Yes,35,No,Artist,6.0,2,5.0,2
462958,Male,No,28,No,Marketing,0.0,1,5.0,2
462963,Male,Yes,31,Yes,Artist,1.0,2,2.0,2
462966,Male,Yes,43,Yes,Artist,2.0,2,3.0,1
462968,Female,Yes,77,No,Lawyer,0.0,3,2.0,1
462971,Female,Yes,71,Yes,Engineer,0.0,1,1.0,1
462976,Female,Yes,47,Yes,Engineer,0.0,2,2.0,1
462981,Female,No,26,No,Homemaker,9.0,1,1.0,0
462982,Male,Yes,40,No,Doctor,4.0,2,4.0,2
462983,Female,Yes,72,Yes,Lawyer,0.0,3,2.0,1
462984,Female,Yes,73,Yes,Artist,1.0,3,2.0,1
462986,Male,No,26,Yes,Healthcare,1.0,1,6.0,2
462992,Female,Yes,57,Yes,Engineer,1.0,3,3.0,1
462993,Male,Yes,30,No,Artist,1.0,2,3.0,2
462994,Female,Yes,36,No,Artist,1.0,2,3.0,2
462998,Male,Yes,52,No,Entertainment,10.0,2,4.0,0
463003,Male,Yes,42,Yes,Artist,3.0,2,2.0,1
463012,Male,Yes,52,No,Engineer,3.0,1,1.0,1
463020,Male,Yes,28,Yes,Artist,0.0,2,3.0,2
463023,Female,Yes,43,No,Homemaker,7.0,1,1.0,0
463024,Male,No,43,Yes,Artist,7.0,1,1.0,0
463028,Male,No,25,No,Doctor,0.0,1,4.0,2
463030,Male,Yes,52,Yes,Executive,1.0,3,3.0,1
463034,Female,No,28,Yes,Homemaker,9.0,1,1.0,0
463037,Male,Yes,56,Yes,Entertainment,0.0,2,4.0,1
463039,Male,Yes,38,No,Executive,12.0,3,7.0,0
463047,Male,Yes,32,Yes,Homemaker,8.0,1,2.0,0
463051,Female,No,35,Yes,Homemaker,12.0,1,1.0,0
463052,Male,Yes,40,Yes,Marketing,0.0,1,2.0,1
463058,Female,No,25,Yes,Homemaker,13.0,1,1.0,0
463062,Female,Yes,39,Yes,Artist,13.0,2,3.0,0
463069,Male,No,25,Yes,Artist,7.0,1,1.0,0
463075,Male,Yes,52,Yes,Artist,0.0,1,4.0,1
463080,Male,No,33,No,Artist,0.0,1,4.0,2
463083,Male,No,28,Yes,Artist,6.0,1,3.0,0
463085,Female,No,43,Yes,Artist,0.0,1,1.0,1
463086,Male,No,30,Yes,Artist,8.0,1,1.0,0
463089,Male,Yes,48,Yes,Executive,6.0,3,4.0,0
463090,Female,Yes,55,No,Engineer,3.0,2,2.0,1
463091,Female,Yes,37,Yes,Homemaker,8.0,1,1.0,0
463094,Male,Yes,38,Yes,Engineer,11.0,2,3.0,0
463096,Female,No,28,Yes,Doctor,11.0,1,3.0,0
463100,Female,No,35,No,Homemaker,9.0,1,1.0,0
463102,Male,No,35,No,Entertainment,0.0,1,2.0,1
463104,Female,Yes,46,No,Lawyer,0.0,1,1.0,1
463106,Female,Yes,79,Yes,Lawyer,0.0,1,1.0,1
463108,Male,Yes,63,Yes,Lawyer,5.0,3,2.0,1
463118,Female,Yes,50,Yes,Doctor,5.0,3,3.0,0
463120,Female,No,35,Yes,Entertainment,0.0,1,1.0,1
463129,Male,Yes,65,No,Doctor,0.0,1,1.0,1
463133,Male,Yes,50,No,Artist,0.0,2,4.0,2
463138,Female,No,27,No,Homemaker,0.0,1,4.0,2
463144,Male,Yes,45,Yes,Executive,0.0,3,3.0,1
463145,Female,No,36,Yes,Homemaker,0.0,1,4.0,2
463146,Male,Yes,43,No,Entertainment,11.0,2,2.0,0
463148,Male,Yes,62,Yes,Marketing,1.0,3,5.0,1
463149,Male,Yes,57,Yes,Artist,2.0,2,2.0,1
463150,Male,No,51,No,Marketing,9.0,1,1.0,0
463151,Male,Yes,59,Yes,Artist,0.0,1,1.0,1
463154,Female,Yes,27,No,Artist,0.0,1,4.0,2
463157,Male,Yes,50,Yes,Entertainment,6.0,1,3.0,0
463158,Male,Yes,75,Yes,Executive,1.0,3,3.0,1
463163,Male,No,28,No,Executive,2.0,1,2.0,2
463164,Male,Yes,39,Yes,Artist,9.0,2,2.0,0
463165,Female,Yes,69,Yes,Doctor,0.0,2,2.0,1
463166,Female,No,41,Yes,Artist,1.0,1,1.0,1
463170,Female,No,28,Yes,Healthcare,0.0,1,5.0,2
463171,Female,Yes,39,No,Entertainment,1.0,3,3.0,2
463173,Male,No,47,Yes,Artist,0.0,1,1.0,1
463174,Female,Yes,62,Yes,Engineer,1.0,1,1.0,1
463175,Female,Yes,41,No,Engineer,0.0,1,4.0,2
463181,Male,Yes,49,Yes,Doctor,5.0,2,3.0,0
463187,Female,Yes,52,Yes,Artist,8.0,1,2.0,0
463192,Female,Yes,48,No,Entertainment,2.0,2,2.0,1
463195,Female,No,26,Yes,Healthcare,7.0,1,2.0,0
463196,Female,Yes,72,Yes,Engineer,1.0,1,1.0,1
463199,Female,Yes,47,Yes,Artist,0.0,1,3.0,1
463201,Female,No,19,No,Healthcare,1.0,1,2.0,2
463203,Female,No,21,No,Healthcare,1.0,1,3.0,2
463204,Male,No,39,No,Entertainment,1.0,1,1.0,1
463209,Female,No,52,Yes,Artist,0.0,1,1.0,1
463218,Male,Yes,37,No,Entertainment,8.0,2,3.0,0
463219,Male,Yes,51,No,Entertainment,0.0,1,2.0,1
463220,Male,Yes,48,No,Engineer,1.0,2,3.0,1
463221,Male,No,22,No,Healthcare,1.0,1,3.0,2
463224,Male,Yes,47,Yes,Executive,1.0,3,4.0,2
463240,Female,Yes,45,No,Engineer,0.0,2,3.0,1
463242,Female,No,29,No,Engineer,5.0,1,2.0,0
463244,Female,Yes,47,No,Doctor,1.0,1,1.0,1
463245,Male,Yes,41,Yes,Entertainment,8.0,2,2.0,0
463248,Female,Yes,32,No,Homemaker,9.0,2,4.0,0
463251,Male,Yes,31,No,Marketing,2.0,1,3.0,2
463256,Male,No,20,No,Marketing,1.0,1,3.0,2
463258,Female,Yes,46,Yes,Artist,0.0,2,3.0,1
463260,Male,Yes,70,Yes,Lawyer,3.0,1,1.0,1
463265,Male,Yes,65,Yes,Artist,1.0,2,3.0,1
463266,Female,Yes,68,Yes,Artist,1.0,2,2.0,1
463267,Male,Yes,29,No,Homemaker,9.0,1,1.0,0
463269,Male,Yes,41,Yes,Entertainment,3.0,2,2.0,1
463270,Male,Yes,50,No,Executive,0.0,1,5.0,2
463273,Male,Yes,38,Yes,Entertainment,9.0,2,2.0,0
463276,Male,Yes,37,No,Executive,9.0,2,2.0,0
463277,Female,Yes,30,No,Engineer,6.0,1,2.0,0
463278,Female,Yes,63,Yes,Engineer,1.0,1,1.0,1
463280,Male,Yes,42,Yes,Artist,6.0,2,2.0,0
463292,Male,Yes,41,No,Executive,0.0,3,3.0,2
463302,Female,Yes,60,Yes,Engineer,0.0,3,4.0,1
463308,Male,Yes,46,Yes,Engineer,1.0,1,2.0,1
463323,Male,Yes,27,Yes,Healthcare,3.0,1,2.0,2
463324,Female,No,22,No,Healthcare,1.0,1,4.0,2
463330,Male,No,20,No,Healthcare,0.0,1,4.0,2
463332,Female,Yes,40,Yes,Engineer,0.0,1,2.0,1
463334,Female,No,28,Yes,Doctor,0.0,1,6.0,2
463335,Male,No,28,Yes,Doctor,0.0,1,1.0,1
463338,Male,Yes,28,No,Entertainment,0.0,1,2.0,2
463340,Female,No,20,No,Healthcare,0.0,1,4.0,2
463341,Female,Yes,53,No,Engineer,0.0,2,6.0,2
463348,Female,Yes,35,Yes,Doctor,0.0,1,2.0,1
463351,Female,No,21,Yes,Healthcare,3.0,1,4.0,2
463356,Male,No,30,Yes,Healthcare,6.0,1,4.0,0
463360,Female,Yes,46,Yes,Artist,2.0,1,1.0,1
463367,Female,No,36,Yes,Engineer,3.0,1,4.0,2
463368,Female,Yes,38,Yes,Artist,4.0,3,3.0,2
463372,Female,Yes,26,No,Marketing,1.0,2,2.0,2
463375,Female,Yes,45,Yes,Doctor,1.0,1,1.0,1
463376,Female,Yes,46,Yes,Executive,5.0,3,2.0,0
463378,Male,No,25,Yes,Doctor,0.0,1,1.0,1
463379,Male,No,27,No,Marketing,0.0,1,7.0,2
463386,Female,Yes,42,Yes,Doctor,6.0,1,1.0,0
463387,Male,Yes,20,No,Marketing,3.0,1,2.0,2
463391,Male,Yes,55,Yes,Doctor,6.0,1,1.0,1
463395,Male,No,25,No,Marketing,6.0,1,1.0,0
463404,Male,Yes,27,No,Doctor,6.0,3,2.0,0
463406,Male,No,31,No,Marketing,0.0,1,4.0,2
463409,Female,Yes,38,No,Entertainment,6.0,2,5.0,2
463411,Male,Yes,43,Yes,Entertainment,6.0,2,2.0,0
463420,Female,Yes,59,Yes,Artist,2.0,3,3.0,1
463423,Male,Yes,61,No,Executive,1.0,2,3.0,1
463427,Female,Yes,27,Yes,Engineer,1.0,1,2.0,2
463428,Male,Yes,26,No,Executive,1.0,3,5.0,2
463431,Male,Yes,39,Yes,Artist,1.0,2,4.0,2
463437,Male,Yes,51,Yes,Artist,0.0,2,3.0,1
463438,Male,Yes,47,No,Entertainment,0.0,2,3.0,1
463443,Male,Yes,52,Yes,Artist,1.0,2,4.0,1
463444,Male,Yes,59,Yes,Lawyer,1.0,3,2.0,1
463447,Male,Yes,57,No,Engineer,1.0,2,2.0,1
463460,Male,Yes,49,Yes,Artist,1.0,2,2.0,1
463461,Male,No,30,No,Doctor,1.0,1,4.0,2
463462,Female,Yes,43,No,Engineer,0.0,2,4.0,2
463470,Male,No,19,No,Healthcare,0.0,1,5.0,2
463472,Male,No,20,No,Healthcare,0.0,1,4.0,2
463473,Male,No,19,No,Healthcare,0.0,1,3.0,2
463475,Female,Yes,43,Yes,Doctor,0.0,1,1.0,1
463477,Male,No,31,No,Healthcare,0.0,1,4.0,2
463483,Male,Yes,30,No,Executive,1.0,3,2.0,2
463491,Male,Yes,27,Yes,Doctor,8.0,2,3.0,0
463493,Male,Yes,36,Yes,Executive,8.0,3,4.0,0
463499,Male,Yes,47,Yes,Executive,0.0,1,2.0,1
463500,Male,Yes,35,Yes,Executive,1.0,3,4.0,2
463503,Male,Yes,25,Yes,Entertainment,0.0,1,2.0,2
463508,Female,Yes,25,No,Artist,0.0,1,3.0,2
463509,Male,No,38,No,Artist,1.0,1,1.0,1
463512,Female,No,32,No,Engineer,0.0,1,3.0,2
463516,Male,Yes,48,No,Executive,1.0,3,6.0,2
463527,Female,No,38,No,Artist,10.0,1,1.0,0
463528,Male,Yes,70,No,Executive,10.0,3,2.0,0
463529,Male,No,42,Yes,Marketing,10.0,1,1.0,0
463537,Female,No,25,Yes,Healthcare,1.0,1,3.0,2
463545,Female,No,31,Yes,Doctor,1.0,1,2.0,2
463548,Female,No,20,No,Healthcare,3.0,1,4.0,2
463550,Female,Yes,37,Yes,Artist,0.0,2,2.0,1
463553,Male,No,33,Yes,Artist,8.0,1,2.0,0
463554,Female,No,52,No,Artist,5.0,1,1.0,1
463557,Male,No,26,Yes,Doctor,0.0,1,3.0,2
463560,Female,No,21,No,Healthcare,9.0,1,5.0,0
463561,Female,No,42,Yes,Engineer,0.0,1,1.0,1
463566,Female,Yes,35,Yes,Homemaker,0.0,2,4.0,2
463572,Male,Yes,39,Yes,Artist,0.0,2,4.0,2
463577,Female,Yes,41,Yes,Doctor,1.0,2,2.0,1
463586,Female,No,18,No,Healthcare,1.0,1,5.0,2
463588,Male,No,22,No,Healthcare,0.0,1,1.0,2
463598,Female,Yes,25,No,Engineer,2.0,1,2.0,2
463601,Female,No,20,No,Healthcare,4.0,1,5.0,2
463603,Female,No,18,No,Entertainment,0.0,1,4.0,2
463605,Female,No,20,No,Healthcare,1.0,1,5.0,2
463606,Male,No,21,No,Marketing,0.0,1,4.0,2
463614,Female,No,25,No,Healthcare,1.0,1,4.0,2
463615,Female,Yes,60,Yes,Artist,1.0,2,2.0,1
463616,Female,Yes,46,No,Engineer,0.0,2,5.0,2
463619,Male,Yes,68,No,Executive,1.0,3,2.0,1
463620,Male,No,21,No,Healthcare,1.0,1,4.0,2
463623,Male,No,27,Yes,Doctor,0.0,1,3.0,2
463624,Male,Yes,59,Yes,Executive,1.0,3,4.0,1
463628,Female,No,26,Yes,Artist,8.0,1,1.0,0
463632,Male,Yes,26,Yes,Artist,0.0,2,2.0,2
463638,Female,Yes,32,No,Doctor,1.0,2,2.0,2
463639,Male,No,33,No,Healthcare,0.0,1,6.0,2
463640,Male,No,28,Yes,Healthcare,0.0,1,3.0,2
463644,Female,No,30,Yes,Healthcare,0.0,1,3.0,2
463652,Female,No,32,Yes,Artist,0.0,1,1.0,1
463654,Female,No,41,No,Engineer,3.0,1,3.0,2
463655,Male,Yes,42,Yes,Artist,13.0,1,2.0,0
463661,Female,Yes,45,Yes,Doctor,1.0,2,4.0,2
463663,Female,No,39,Yes,Doctor,1.0,1,2.0,1
463664,Female,No,29,No,Engineer,0.0,1,1.0,1
463665,Male,Yes,46,Yes,Entertainment,1.0,2,3.0,1
463669,Female,Yes,26,Yes,Marketing,5.0,3,4.0,2
463670,Female,No,26,Yes,Healthcare,5.0,1,4.0,2
463689,Female,Yes,41,Yes,Doctor,1.0,1,4.0,2
463699,Female,Yes,38,Yes,Marketing,9.0,1,3.0,0
463703,Male,Yes,69,No,Executive,1.0,3,4.0,1
463704,Male,No,46,Yes,Artist,0.0,1,2.0,1
463707,Female,No,40,No,Artist,0.0,1,1.0,1
463713,Male,No,25,No,Engineer,9.0,1,3.0,0
463714,Male,Yes,59,No,Engineer,1.0,2,2.0,1
463716,Male,No,26,No,Doctor,1.0,1,4.0,2
463718,Female,No,33,Yes,Artist,0.0,1,4.0,2
463722,Male,Yes,56,Yes,Executive,8.0,3,2.0,0
463724,Male,No,30,No,Healthcare,0.0,1,5.0,2
463726,Female,No,26,No,Healthcare,0.0,1,3.0,2
463727,Female,No,28,No,Doctor,0.0,1,5.0,2
463728,Female,Yes,28,No,Doctor,0.0,2,6.0,2
463732,Male,No,20,No,Healthcare,1.0,1,4.0,2
463734,Male,Yes,41,No,Executive,1.0,2,3.0,2
463741,Male,Yes,37,Yes,Artist,0.0,3,3.0,2
463745,Male,Yes,59,Yes,Artist,1.0,2,3.0,1
463747,Female,Yes,43,Yes,Artist,0.0,2,2.0,1
463748,Male,No,20,No,Healthcare,1.0,1,3.0,2
463753,Female,No,30,Yes,Healthcare,1.0,1,5.0,2
463756,Male,Yes,66,No,Executive,0.0,2,2.0,1
463761,Male,Yes,28,Yes,Artist,1.0,2,3.0,2
463764,Male,Yes,49,Yes,Entertainment,0.0,2,3.0,1
463766,Female,Yes,61,Yes,Artist,0.0,2,3.0,1
463767,Male,Yes,27,Yes,Artist,9.0,2,2.0,0
463768,Female,Yes,35,No,Engineer,1.0,1,1.0,1
463774,Male,Yes,33,Yes,Healthcare,0.0,2,2.0,1
463776,Female,Yes,36,Yes,Artist,2.0,2,2.0,1
463782,Female,No,27,Yes,Artist,9.0,1,1.0,0
463783,Female,No,29,No,Healthcare,9.0,1,1.0,0
463784,Female,No,31,No,Engineer,1.0,1,5.0,2
463785,Female,No,30,No,Healthcare,0.0,1,4.0,2
463786,Female,Yes,43,Yes,Artist,0.0,2,2.0,1
463790,Male,Yes,47,No,Executive,1.0,1,4.0,2
463792,Female,No,42,No,Engineer,1.0,1,1.0,1
463794,Female,No,33,Yes,Healthcare,1.0,1,5.0,2
463799,Female,No,36,Yes,Artist,1.0,1,4.0,2
463800,Female,No,30,Yes,Engineer,1.0,1,3.0,2
463804,Male,Yes,60,Yes,Artist,9.0,1,1.0,0
463807,Female,No,32,Yes,Healthcare,0.0,1,3.0,2
463811,Female,Yes,32,Yes,Artist,0.0,2,2.0,2
463814,Female,No,28,No,Healthcare,7.0,1,3.0,0
463816,Male,Yes,46,Yes,Healthcare,2.0,3,4.0,2
463818,Female,Yes,38,Yes,Artist,4.0,1,1.0,1
463819,Male,Yes,28,Yes,Artist,8.0,1,1.0,0
463821,Male,Yes,30,Yes,Entertainment,7.0,1,2.0,0
463825,Female,Yes,52,Yes,Artist,0.0,2,3.0,1
463827,Female,Yes,46,Yes,Engineer,1.0,2,4.0,2
463828,Male,Yes,37,No,Engineer,0.0,2,2.0,1
463830,Female,No,25,Yes,Engineer,2.0,1,3.0,2
463834,Female,Yes,43,Yes,Engineer,1.0,2,4.0,2
463835,Male,No,32,No,Marketing,0.0,1,4.0,2
463842,Female,Yes,50,Yes,Engineer,1.0,3,4.0,2
463847,Male,Yes,43,No,Artist,3.0,2,3.0,1
463856,Male,Yes,37,Yes,Artist,0.0,2,2.0,1
463857,Male,Yes,61,No,Healthcare,0.0,3,4.0,1
463859,Male,Yes,39,Yes,Artist,5.0,2,2.0,0
463865,Male,Yes,46,Yes,Artist,1.0,2,5.0,2
463877,Male,Yes,37,No,Entertainment,0.0,2,4.0,2
463880,Female,Yes,36,No,Engineer,0.0,1,3.0,2
463884,Female,No,28,No,Artist,0.0,1,1.0,1
463892,Male,No,42,Yes,Artist,8.0,1,1.0,0
463917,Female,No,18,No,Healthcare,1.0,1,8.0,2
463923,Female,No,18,No,Engineer,0.0,1,4.0,2
463924,Female,No,36,Yes,Artist,1.0,1,1.0,1
463926,Female,No,26,No,Engineer,1.0,1,6.0,2
463931,Male,Yes,49,Yes,Entertainment,1.0,2,2.0,1
463932,Female,Yes,69,Yes,Artist,1.0,2,3.0,1
463941,Female,No,29,No,Artist,1.0,1,6.0,2
463943,Male,No,68,Yes,Entertainment,1.0,1,2.0,1
463946,Male,No,33,No,Healthcare,4.0,1,3.0,2
463948,Male,Yes,38,No,Executive,3.0,3,5.0,2
463951,Male,Yes,52,No,Entertainment,1.0,2,3.0,1
463955,Male,Yes,28,Yes,Artist,1.0,1,2.0,2
463958,Female,No,27,No,Healthcare,1.0,1,5.0,2
463961,Female,No,28,No,Engineer,0.0,1,4.0,2
463963,Female,Yes,25,No,Engineer,7.0,3,3.0,0
463966,Female,No,30,Yes,Artist,8.0,1,1.0,0
463978,Male,Yes,40,Yes,Artist,1.0,2,3.0,2
463980,Female,No,25,Yes,Artist,0.0,1,9.0,2
463981,Female,No,30,Yes,Artist,5.0,1,1.0,0
463983,Female,Yes,43,No,Engineer,0.0,2,2.0,1
463986,Female,No,26,Yes,Artist,1.0,1,4.0,2
463997,Female,Yes,37,No,Entertainment,0.0,2,3.0,2
464000,Female,No,28,No,Healthcare,1.0,1,5.0,2
464004,Female,Yes,31,No,Marketing,1.0,1,5.0,2
464007,Male,Yes,46,Yes,Artist,1.0,1,3.0,1
464009,Female,Yes,47,Yes,Artist,5.0,2,4.0,0
464010,Male,No,28,No,Healthcare,1.0,1,4.0,2
464013,Male,No,30,No,Healthcare,0.0,1,1.0,1
464016,Female,No,29,Yes,Entertainment,1.0,3,1.0,1
464019,Male,No,23,No,Artist,2.0,1,5.0,2
464021,Female,No,22,No,Healthcare,1.0,1,5.0,2
464023,Male,No,20,No,Healthcare,1.0,1,5.0,2
464030,Male,No,22,No,Entertainment,1.0,1,4.0,2
464031,Female,No,19,No,Healthcare,0.0,1,4.0,2
464032,Male,No,21,No,Healthcare,1.0,1,3.0,2
464033,Female,No,19,No,Healthcare,0.0,1,4.0,2
464039,Male,No,39,Yes,Artist,1.0,1,2.0,1
464042,Female,Yes,38,Yes,Artist,8.0,1,2.0,0
464046,Male,No,33,Yes,Healthcare,3.0,1,1.0,1
464048,Female,No,38,Yes,Homemaker,4.0,1,1.0,1
464049,Female,No,29,Yes,Healthcare,0.0,1,3.0,2
464053,Female,Yes,35,No,Entertainment,4.0,1,1.0,0
464054,Male,Yes,32,Yes,Artist,9.0,2,2.0,0
464059,Male,Yes,59,Yes,Artist,0.0,1,1.0,1
464063,Female,No,32,Yes,Doctor,0.0,1,1.0,1
464066,Female,No,29,Yes,Healthcare,8.0,1,3.0,0
464067,Female,No,31,Yes,Entertainment,0.0,1,4.0,2
464068,Male,Yes,59,No,Executive,0.0,3,4.0,1
464072,Male,Yes,53,Yes,Executive,0.0,1,2.0,1
464084,Male,No,33,No,Healthcare,1.0,1,5.0,2
464087,Female,No,26,No,Engineer,1.0,1,4.0,2
464089,Female,Yes,39,Yes,Artist,7.0,3,5.0,0
464096,Female,No,27,No,Healthcare,1.0,1,5.0,2
464099,Female,Yes,42,Yes,Artist,5.0,2,2.0,0
464103,Male,Yes,46,Yes,Artist,4.0,2,2.0,1
464110,Male,Yes,63,Yes,Doctor,0.0,3,2.0,1
464112,Male,No,32,Yes,Doctor,1.0,1,2.0,2
464115,Female,No,38,Yes,Engineer,0.0,1,3.0,2
464118,Male,No,38,Yes,Entertainment,1.0,1,2.0,1
464121,Female,Yes,63,Yes,Engineer,1.0,1,1.0,1
464123,Female,No,45,Yes,Artist,1.0,1,1.0,1
464127,Female,No,33,Yes,Healthcare,1.0,1,5.0,2
464132,Male,No,27,No,Entertainment,0.0,1,2.0,2
464139,Female,No,25,No,Healthcare,14.0,1,1.0,0
464144,Male,Yes,61,Yes,Artist,0.0,2,4.0,1
464152,Male,Yes,41,Yes,Artist,1.0,3,4.0,2
464167,Male,Yes,51,Yes,Executive,4.0,3,3.0,1
464172,Male,Yes,60,Yes,Artist,3.0,3,3.0,1
464173,Male,Yes,65,Yes,Artist,6.0,2,3.0,1
464175,Female,No,32,No,Healthcare,1.0,1,3.0,2
464176,Female,Yes,41,Yes,Artist,1.0,1,1.0,1
464179,Female,Yes,56,Yes,Artist,0.0,2,3.0,1
464180,Female,Yes,74,No,Lawyer,1.0,3,2.0,1
464182,Male,Yes,39,Yes,Artist,4.0,2,2.0,1
464183,Female,No,42,No,Artist,2.0,1,2.0,1
464185,Male,Yes,68,Yes,Artist,5.0,3,2.0,1
464195,Male,No,30,Yes,Artist,1.0,1,1.0,1
464200,Female,No,32,No,Healthcare,1.0,1,3.0,2
464202,Male,Yes,43,Yes,Artist,13.0,1,1.0,0
464204,Female,Yes,40,Yes,Artist,3.0,3,2.0,1
464206,Male,Yes,43,No,Entertainment,1.0,1,2.0,1
464211,Male,Yes,48,Yes,Doctor,1.0,2,3.0,1
464212,Female,Yes,58,Yes,Marketing,0.0,2,2.0,1
464216,Male,Yes,52,Yes,Artist,0.0,3,3.0,1
464217,Female,No,30,No,Healthcare,14.0,1,3.0,0
464223,Female,Yes,53,Yes,Artist,2.0,1,2.0,1
464226,Female,Yes,56,Yes,Artist,3.0,2,3.0,1
464231,Male,Yes,48,Yes,Artist,1.0,2,4.0,2
464232,Male,Yes,28,No,Doctor,1.0,1,5.0,2
464246,Female,Yes,61,Yes,Artist,0.0,2,2.0,1
464254,Male,Yes,62,Yes,Entertainment,1.0,2,3.0,1
464255,Female,Yes,49,Yes,Artist,1.0,2,5.0,2
464257,Male,Yes,40,Yes,Entertainment,0.0,3,2.0,1
464265,Male,Yes,62,Yes,Entertainment,1.0,1,2.0,1
464269,Male,No,35,Yes,Entertainment,1.0,1,2.0,1
464270,Female,No,48,Yes,Artist,4.0,1,1.0,1
464271,Female,Yes,36,Yes,Artist,1.0,2,3.0,2
464274,Female,Yes,56,Yes,Artist,1.0,2,5.0,2
464276,Female,Yes,66,No,Marketing,0.0,3,2.0,1
464283,Male,No,40,Yes,Artist,6.0,1,2.0,0
464286,Female,Yes,57,Yes,Artist,0.0,2,2.0,1
